"userID","rucksack","bank","stunden","job"
"970272923279556648",0,0,0,Kein Job
"791431165487087616",2400,0,0,Kein Job
"643029855478480907",0,360,6,Küchenhilfe
"845271878947700786",0,0,0,Küchenhilfe
"906433207321378826",50,0,0,Küchenhilfe
"870650547861078039",0,21,1,Kein Job
"943492301454446622",43,0,0,Kein Job
"947090065589428254",3,1204,21,Pfleger
"761329534716215296",43,22,1,Küchenhilfe
"904666156772757524",0,0,0,Kein Job
"741962698283024474",80,105,4,Küchenhilfe
"991807730417418250",50,0,0,Kein Job
"644913454968340490",300,0,0,Kein Job
"654698329891930132",0,0,0,Kein Job
"954161154098348042",110,0,0,Kein Job
"530505482637672469",0,0,0,Kein Job
"795602055883653122",0,0,0,Kein Job
"857218990463385600",960,9478,3,Küchenhilfe
"873511947897831454",-136,24,1,Küchenhilfe
"900082767881191424",0,0,0,Kein Job
"995959406921523240",800,57082,39,Bauarbeiter
"307187690049372164",1600,0,0,Kein Job
"443789116484878336",300,0,0,Kein Job
"907200172755402783",30,0,0,Kein Job
"970949987007602689",10,0,0,Kein Job
"870694568474079232",0,0,0,Kein Job
"538053185554874386",50,0,0,Kein Job
"422022707560054795",20,0,0,Kein Job
"767496787123503131",110,0,0,Kein Job
"685782163496370177",170,0,0,Kein Job
"602846728147959808",150,0,0,Kein Job
"926748155637301258",50,0,0,Kein Job
"730734267704934422",300,0,0,Kein Job
"986353878494773312",80,0,0,Kein Job
"816628412185051207",300,0,0,Kein Job
"995912905818116196",270,0,0,Kein Job
"737713239680614491",170,0,0,Kein Job
"966388266909696000",0,0,0,Kein Job
"963554907783323678",1360,0,0,Kein Job
"987420787126456360",0,0,0,Kein Job
"687297915076870157",50,0,0,Kein Job
"980373957402296331",10,0,0,Kein Job
"829401421794377728",10,0,0,Kein Job
"892431681020104724",0,0,0,Kein Job
"868527841812299846",130,0,0,Kein Job
"404367038753275904",20,0,0,Kein Job
"862941111646289931",0,0,0,Kein Job
"962004701329645588",0,0,0,Kein Job
"686212997521211436",380,0,0,Kein Job
"839221856908214313",1680,0,0,Kein Job
"997928770122022945",2220,0,0,Kein Job
"720239394770124802",10,0,0,Kein Job
"837258284523847723",340,0,0,Kein Job
"912746123234533376",0,0,0,Kein Job
"952935590406537236",290,0,0,Kein Job
"518765641713582100",140,0,0,Kein Job
"910247687364939807",0,0,0,Kein Job
"977575918216302622",570,0,0,Kein Job
"968867502086057995",100,0,0,Kein Job
"992817949817704528",1090,0,0,Kein Job
"966763433510961223",540,0,0,Kein Job
"951214932119150662",240,0,0,Kein Job
"781497490263638066",130,365,1,Küchenhilfe
"946437098553090109",0,0,0,Kein Job
"842760140401672214",190,0,0,Kein Job
"705805758125834241",120,0,0,Kein Job
"701813696413827142",10,0,0,Kein Job
"758976327113506876",350,0,0,Kein Job
"726009355614552124",90,0,0,Kein Job
"936623166581772398",0,0,0,Kein Job
"862031417198247957",70,0,0,Kein Job
"618089080756109338",10,0,0,Kein Job
"996028426580402276",120,0,0,Kein Job
"694558316659212419",0,0,0,Kein Job
"873922994718773278",10,0,0,Kein Job
"755112341548433489",10,0,0,Kein Job
"847053490994806824",120,0,0,Kein Job
"939194327442268161",0,0,0,Kein Job
"854340159096750090",10,0,0,Kein Job
"561272633644285962",0,0,0,Kein Job
"773606191855042560",60,0,0,Kein Job
"935241618213204008",30,0,0,Kein Job
"790936967302479922",130,0,0,Kein Job
